investigation_id,title,analyst,related_account_id,status,severity,opened_at,closed_at,summary,detailed_notes,source_methods
INV-00198,Potential data exfiltration,p.novak,ACC-000851,in_review,medium,2026-04-09 19:51:59,,Investigated medium data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method endpoint memory capture.
INV-00199,Low-severity signal review,j.fletcher,ACC-001282,false_positive,critical,2026-04-04 11:33:32,,Reviewed critical benign signal cluster; closed as benign; false positive.,Pivoted from VirusTotal feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method endpoint memory capture.
INV-00200,Credential stuffing wave,r.kowalski,,escalated,medium,2025-10-08 17:19:33,,Triaged medium credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method undercover channel.
INV-00201,Potential malware delivery,c.ramirez,ACC-001597,open,critical,2025-06-08 12:58:40,2025-08-11 21:52:16,Reviewed critical malware delivery signal cluster; contained; host isolated.,Pivoted from OSINT Crawler feed. Observed malware_callback. Enriched 29 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 1 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method authenticated API audit.
INV-00202,API token abuse,a.okafor,ACC-000934,closed,critical,2025-08-02 23:37:55,2025-10-14 04:22:11,Triaged critical api token abuse signal cluster; escalated to IR.,Pivoted from Internal Honeypot feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method passive DNS.
INV-00203,Anomalous login reviewed,m.chen,ACC-001494,open,medium,2025-10-05 01:38:30,,Reviewed medium benign signal cluster; escalated to IR.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: disabled external sharing. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method authenticated API audit.
INV-00204,Low-severity signal review,s.delgado,ACC-000143,in_review,medium,2025-09-03 02:21:29,,Reviewed medium benign signal cluster; reclassified after review.,Pivoted from Recorded Future feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: suspended the account. Outcome: reclassified after review. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method undercover channel.
INV-00205,Potential malware delivery,m.chen,ACC-000432,escalated,high,2026-04-10 15:44:43,2026-05-27 23:17:21,Triaged high malware delivery signal cluster; contained; host isolated.,Pivoted from Confidential HUMINT feed. Observed malware_callback and new_device_burst. Enriched 33 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 1 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Internal EDR; collection method endpoint memory capture.
INV-00206,Malware C2 callback,p.novak,ACC-001792,in_review,critical,2025-11-30 00:39:16,,Reviewed critical malware delivery signal cluster; escalated to IR.,Pivoted from Recorded Future feed. Observed malware_callback. Enriched 11 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 1 accounts. Response: enforced MFA re-enrollment. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method passive DNS.
INV-00207,Anomalous login reviewed,j.fletcher,ACC-001784,false_positive,high,2026-03-28 10:18:14,2026-04-08 11:15:21,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity and bulk_account_creation. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Confidential partner feed; collection method passive DNS.
INV-00208,Automated alert triage,s.delgado,ACC-001017,closed,high,2026-02-25 06:13:35,2026-04-09 14:55:30,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from Mandiant feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method undercover channel.
INV-00209,Suspicious insider activity,m.chen,ACC-000615,escalated,low,2025-12-16 09:43:36,,Triaged low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from ISAC Share feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method authenticated API audit.
INV-00210,Bulk account creation,s.delgado,,false_positive,low,2025-10-18 15:23:21,,Reviewed low api token abuse signal cluster; contained; token revoked.,"Pivoted from Internal Honeypot feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00211,Confirmed data exfiltration,r.kowalski,,open,medium,2025-12-02 05:24:05,2026-01-06 09:56:47,Triaged medium data exfiltration signal cluster; escalated to IR.,"Pivoted from Internal Honeypot feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method authenticated API audit.
INV-00212,Anomalous bulk export,m.chen,ACC-001383,open,low,2025-08-26 10:06:29,2025-10-14 11:51:07,Triaged low data exfiltration signal cluster; escalated to IR.,"Pivoted from Recorded Future feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method undercover channel.
INV-00213,Brute-force login burst,r.kowalski,ACC-001316,escalated,medium,2025-09-02 00:52:58,2025-11-10 09:34:24,Reviewed medium credential stuffing signal cluster; contained.,"Pivoted from Recorded Future feed. Observed credential_stuffing. Pulled the account risk score (band medium). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method authenticated API audit.
INV-00214,Anomalous internal access,t.ibrahim,ACC-000571,open,medium,2025-06-19 10:02:18,2025-06-26 14:14:37,Investigated medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Mandiant feed. Observed off_hours_admin and impossible_travel. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method authenticated API audit.
INV-00215,Bulk account creation,c.ramirez,ACC-000083,open,critical,2026-02-23 10:33:09,2026-04-17 11:15:06,Reviewed critical api token abuse signal cluster; contained; token revoked.,"Pivoted from Confidential HUMINT feed. Observed api_token_abuse. Pulled the account risk score (band critical). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method undercover channel.
INV-00216,Credential stuffing wave,m.chen,ACC-001667,false_positive,critical,2026-04-16 16:50:17,2026-06-01 04:41:18,Reviewed critical credential stuffing signal cluster; reclassified after review.,Pivoted from Mandiant feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band medium). Response: disabled external sharing. Outcome: reclassified after review. HUMINT note: source A reliability B2.,Confidential partner feed; collection method endpoint memory capture.
INV-00217,Confirmed account takeover,c.ramirez,,escalated,low,2025-10-12 05:31:30,2025-12-20 02:44:06,Reviewed low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Abuse.ch feed. Observed impossible_travel and mfa_fatigue and new_device_burst. Pulled the account risk score (band critical); assessed blast radius across 4 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method undercover channel.
INV-00218,Confirmed data exfiltration,m.chen,ACC-000145,false_positive,critical,2025-12-02 00:21:49,,Reviewed critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Internal Honeypot feed. Observed mass_file_download and anomalous_share_external and credential_stuffing. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method passive DNS.
INV-00219,Credential abuse,s.delgado,ACC-001628,closed,low,2026-01-08 15:28:08,,Triaged low credential stuffing signal cluster; contained.,"Pivoted from OSINT Crawler feed. Observed credential_stuffing and bulk_account_creation. Pulled the account risk score (band low). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method undercover channel.
INV-00220,Anomalous login reviewed,m.chen,,open,high,2026-03-28 11:18:31,,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from Recorded Future feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method undercover channel.
INV-00221,Anomalous bulk export,t.ibrahim,,closed,critical,2025-07-15 00:42:27,,Reviewed critical data exfiltration signal cluster; escalated to IR.,"Pivoted from CrowdStrike Falcon X feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 4 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method endpoint memory capture.
INV-00222,Anomalous bulk export,t.ibrahim,ACC-001022,closed,critical,2025-08-08 08:25:26,2025-08-26 16:51:31,Triaged critical data exfiltration signal cluster; escalated to IR.,"Pivoted from OSINT Crawler feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method endpoint memory capture.
INV-00223,Confirmed data exfiltration,j.fletcher,,in_review,critical,2025-09-12 12:51:11,,Reviewed critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Internal Honeypot feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method passive DNS.
INV-00224,Bulk account creation,s.delgado,ACC-001461,false_positive,medium,2026-05-16 17:30:47,,Reviewed medium api token abuse signal cluster; escalated to IR.,Pivoted from VirusTotal feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band critical). Response: suspended the account. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method passive DNS.
INV-00225,Malware C2 callback,p.novak,,false_positive,critical,2026-03-07 06:45:06,2026-05-28 17:25:54,Triaged critical malware delivery signal cluster; contained; host isolated.,Pivoted from ISAC Share feed. Observed malware_callback and geo_velocity. Enriched 15 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 3 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method endpoint memory capture.
INV-00226,Automated alert triage,c.ramirez,ACC-001022,false_positive,high,2025-09-19 18:48:48,2025-11-11 10:13:15,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from OSINT Crawler feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method authenticated API audit.
INV-00227,Reported account takeover,s.delgado,,open,critical,2025-12-14 14:55:11,,Reviewed critical account takeover signal cluster; escalated to IR.,Pivoted from VirusTotal feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band medium); assessed blast radius across 1 accounts. Response: applied API rate limiting. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Internal EDR; collection method authenticated API audit.
INV-00228,Brute-force login burst,m.chen,,closed,critical,2026-04-02 02:26:27,2026-04-08 16:11:36,Investigated critical credential stuffing signal cluster; contained.,"Pivoted from Recorded Future feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band low). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method authenticated API audit.
INV-00229,Credential stuffing wave,j.fletcher,ACC-000400,closed,medium,2026-01-19 04:42:01,2026-03-12 22:23:15,Reviewed medium credential stuffing signal cluster; contained.,"Pivoted from Internal Honeypot feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band medium). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00230,Anomalous login reviewed,a.okafor,,false_positive,medium,2026-05-26 11:44:12,2026-06-01 20:23:35,Triaged medium benign signal cluster; closed as benign; false positive.,Pivoted from VirusTotal feed. Observed geo_velocity. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method endpoint memory capture.
INV-00231,API token abuse,a.okafor,ACC-001316,in_review,critical,2026-02-22 19:25:30,,Triaged critical api token abuse signal cluster; contained; token revoked.,"Pivoted from Internal Honeypot feed. Observed bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method authenticated API audit.
INV-00232,Suspicious account takeover,c.ramirez,ACC-001624,open,medium,2025-07-24 22:51:05,,Triaged medium account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from VirusTotal feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band critical); assessed blast radius across 1 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00233,API token abuse,m.chen,,in_review,low,2026-04-10 08:12:36,2026-05-23 10:07:00,Investigated low api token abuse signal cluster; escalated to IR.,Pivoted from Mandiant feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: revoked active sessions. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method undercover channel.
INV-00234,Suspicious insider activity,c.ramirez,ACC-000789,closed,medium,2026-01-17 00:56:38,,Investigated medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from OSINT Crawler feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band low); assessed blast radius across 6 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method undercover channel.
INV-00235,Potential data exfiltration,j.fletcher,ACC-000195,false_positive,low,2026-05-30 21:37:00,,Triaged low data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external and new_device_burst. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method endpoint memory capture.
INV-00236,API token abuse,r.kowalski,ACC-001687,closed,medium,2025-07-13 20:42:29,,Triaged medium api token abuse signal cluster; contained; token revoked.,"Pivoted from Recorded Future feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method passive DNS.
INV-00237,API token abuse,a.okafor,,open,critical,2025-06-08 09:23:17,,Triaged critical api token abuse signal cluster; contained; token revoked.,"Pivoted from VirusTotal feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00238,Credential abuse,c.ramirez,ACC-001433,closed,medium,2025-07-27 22:51:21,2025-08-28 11:12:26,Triaged medium credential stuffing signal cluster; contained.,"Pivoted from VirusTotal feed. Observed credential_stuffing and geo_velocity and off_hours_admin. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method authenticated API audit.
INV-00239,Anomalous login reviewed,p.novak,ACC-000581,closed,high,2026-05-04 15:29:53,2026-06-01 10:48:05,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from Internal Honeypot feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method passive DNS.
INV-00240,Anomalous internal access,j.fletcher,ACC-001066,false_positive,critical,2026-04-05 12:59:28,2026-06-01 23:17:29,Investigated critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Mandiant feed. Observed off_hours_admin and data_staging and impossible_travel. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method endpoint memory capture.
INV-00241,Potential malware delivery,p.novak,ACC-000655,open,high,2025-10-26 17:19:50,,Triaged high malware delivery signal cluster; contained; host isolated.,Pivoted from Mandiant feed. Observed malware_callback. Enriched 5 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method endpoint memory capture.
INV-00242,Suspicious account takeover,t.ibrahim,,in_review,low,2025-06-07 12:56:25,,Investigated low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Internal Honeypot feed. Observed impossible_travel and mfa_fatigue and suspicious_oauth_grant. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method authenticated API audit.
INV-00243,Suspicious account takeover,m.chen,,false_positive,high,2025-07-15 04:25:03,,Investigated high account takeover signal cluster; reclassified after review.,Pivoted from Recorded Future feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 2 accounts. Response: suspended the account. Outcome: reclassified after review. HUMINT note: source A reliability B2.,Confidential partner feed; collection method passive DNS.
INV-00244,Automated abuse via API,m.chen,ACC-001984,in_review,medium,2025-07-04 07:29:03,,Investigated medium api token abuse signal cluster; contained; token revoked.,"Pivoted from ISAC Share feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Confidential partner feed; collection method undercover channel.
INV-00245,Bulk account creation,c.ramirez,,escalated,high,2026-02-09 01:37:30,2026-02-19 19:39:10,Reviewed high api token abuse signal cluster; contained; token revoked.,"Pivoted from OSINT Crawler feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method passive DNS.
INV-00246,Potential malware delivery,j.fletcher,,closed,medium,2025-10-07 14:43:17,2025-10-12 19:02:57,Investigated medium malware delivery signal cluster; contained; host isolated.,Pivoted from Mandiant feed. Observed malware_callback. Enriched 30 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 1 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method authenticated API audit.
INV-00247,Brute-force login burst,r.kowalski,ACC-000110,escalated,high,2025-11-05 20:47:38,2026-01-27 19:07:12,Investigated high credential stuffing signal cluster; contained.,"Pivoted from VirusTotal feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band low). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Confidential partner feed; collection method passive DNS.
INV-00248,Reported account takeover,m.chen,ACC-001042,open,medium,2025-08-15 10:20:37,2025-08-16 02:00:34,Investigated medium account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from ISAC Share feed. Observed mfa_fatigue. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method endpoint memory capture.
INV-00249,Confirmed malware delivery,j.fletcher,,false_positive,critical,2025-10-26 12:51:01,2025-12-29 14:23:08,Investigated critical malware delivery signal cluster; contained; host isolated.,Pivoted from Recorded Future feed. Observed malware_callback. Enriched 36 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 4 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Confidential partner feed; collection method undercover channel.
INV-00250,Confirmed account takeover,c.ramirez,ACC-001409,open,low,2025-07-04 10:25:19,,Triaged low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Recorded Future feed. Observed impossible_travel. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method passive DNS.
INV-00251,Malware C2 callback,p.novak,,in_review,medium,2026-02-04 11:58:30,2026-04-13 11:17:19,Investigated medium malware delivery signal cluster; contained; host isolated.,Pivoted from Mandiant feed. Observed malware_callback and new_device_burst. Enriched 19 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 3 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Confidential partner feed; collection method endpoint memory capture.
INV-00252,Suspicious insider activity,r.kowalski,ACC-001625,closed,critical,2025-10-26 10:31:27,,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from VirusTotal feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method authenticated API audit.
INV-00253,Credential abuse,a.okafor,ACC-001332,in_review,medium,2026-05-11 14:20:25,,Reviewed medium credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band low). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Confidential partner feed; collection method passive DNS.
INV-00254,Insider data staging,j.fletcher,ACC-001077,escalated,low,2025-09-20 15:40:27,,Reviewed low insider activity signal cluster; closed as benign.,Pivoted from OSINT Crawler feed. Observed data_staging. Pulled the account risk score (band medium); assessed blast radius across 3 accounts. Response: revoked active sessions. Outcome: closed as benign. HUMINT note: sub-judice — legal hold.,Confidential partner feed; collection method authenticated API audit.
INV-00255,Anomalous bulk export,p.novak,ACC-001634,open,critical,2025-06-08 19:11:43,,Triaged critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download. Pulled the account risk score (band critical); assessed blast radius across 3 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Internal EDR; collection method undercover channel.
INV-00256,Suspicious insider activity,t.ibrahim,ACC-000712,open,critical,2025-11-11 18:17:32,,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 4 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method passive DNS.
INV-00257,Credential stuffing wave,m.chen,,false_positive,medium,2025-08-05 14:34:47,,Investigated medium credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method passive DNS.
INV-00258,Phishing wave,t.ibrahim,ACC-001906,closed,low,2025-11-05 13:31:20,2026-01-05 05:50:33,Investigated low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Confidential partner feed; collection method endpoint memory capture.
INV-00259,Anomalous bulk export,j.fletcher,ACC-000688,false_positive,high,2025-07-27 18:55:29,,Triaged high data exfiltration signal cluster; escalated to IR.,"Pivoted from Abuse.ch feed. Observed anomalous_share_external and api_token_abuse. Pulled the account risk score (band low); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00260,Automated abuse via API,s.delgado,ACC-000656,in_review,critical,2026-05-20 01:44:58,2026-06-01 01:25:16,Triaged critical api token abuse signal cluster; contained; token revoked.,"Pivoted from Confidential HUMINT feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band critical). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method authenticated API audit.
INV-00261,Credential stuffing wave,c.ramirez,,open,critical,2025-12-22 14:43:30,,Investigated critical credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method authenticated API audit.
INV-00262,Automated abuse via API,c.ramirez,,closed,medium,2025-08-20 14:46:50,2025-11-16 19:07:49,Reviewed medium api token abuse signal cluster; contained; token revoked.,"Pivoted from Internal Honeypot feed. Observed api_token_abuse. Pulled the account risk score (band critical). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00263,Confirmed data exfiltration,c.ramirez,ACC-001556,open,high,2025-08-04 05:47:48,2025-08-25 07:05:47,Reviewed high data exfiltration signal cluster; escalated to IR.,"Pivoted from Recorded Future feed. Observed anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 4 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method endpoint memory capture.
INV-00264,Potential data exfiltration,t.ibrahim,ACC-000096,false_positive,low,2025-08-20 14:57:51,2025-10-02 10:41:31,Triaged low data exfiltration signal cluster; escalated to IR.,"Pivoted from VirusTotal feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method undercover channel.
