indicator_id,indicator_type,indicator_value,campaign_id,confidence,tlp,source,source_sensitivity,first_seen,last_seen,is_active
IOC-004564,sha256,534b699be24c570e03fa6bc4574f40f5549e0ec55f6f46c8ea7c2f9f4005c926,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004565,sha256,53aed99b09357e2a3ac16b8f1255f11b145827bfee203e2df8a0b3866064df8d,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004566,sha256,54232d3b9e327ca06cc4e2929b8d36e5d8c2855acd63854e364ff86a06e9447d,CMP-0127,92,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004567,sha256,547788924c5669224ef9918b477655414c4a0a0acb121d3727d50cc4f5dbd336,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004568,sha256,552579e4c2758f3ca7533f191cd8ba664cc50d16de8440af8b8cef10d8df3fdf,CMP-0127,91,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004569,sha256,55c5cb2e1b49687cd763be2d3c66c50c6c2df3b680e16b02bb8101d220762460,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004570,sha256,55ca0172abebcaf52ee8b0563b81719c6e9d48780b1b58a8af609ed0803384b6,CMP-0132,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004571,sha256,55d0026ccecbb02019297a2acda0f22946e68f2306fd79025e4bff7defd1e4ac,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004572,sha256,5618f2771b737c0476e17d259d67c15a13caccabe35e35da7292df7a8bb4d1b1,CMP-0127,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004573,sha256,562c767d0aba411424af16fe19518a0bf3c53e6858a7ad88f6a297d06a8fcbd0,CMP-0127,91,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004574,sha256,5652cc1834356a81a8f1c24f2cdd723e5bb983dd2e684832e2bf35dbee72b492,CMP-0132,82,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004575,sha256,56c16e06aa1e85093d6a60b0388a4391e0b20e5839fb9c55c1b85ed87de7e7c9,CMP-0127,95,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004576,sha256,56dc6985de6612f5f398946136423040223c19b263c73ea126b663067ed011bb,CMP-0127,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004577,sha256,57ee90250da5f51dc59d2e189bbedd0e2c1dba097a766e5bab903288686322dd,CMP-0141,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004578,sha256,587b4ac4a0228a9eb1431944fd268de3dfce5e754844ab6a0827bbd91f9dab57,CMP-0127,95,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004579,sha256,58a02139c0d0511c5c84ebd4e7cd7316868e992796a7ea636bca4ed948b4de3d,CMP-0132,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004580,sha256,58c619d663b4d98e4c3ef0580991c66fa77d7da76d2661e55b6292e49aacc5d3,CMP-0127,95,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004581,sha256,599c92d673cfc856ee6cd2f4df8c20722ec81e0524d92a8640a022a1499e6f3f,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004582,sha256,59cd06cad360e61d27b1112fa03b0fa88968679c59792d57871a4c46d9d818ce,CMP-0132,84,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004583,sha256,59ee9cc2403c77f01fb4e9ef0b613bff82acd7e768e1e483def2f37336447670,CMP-0127,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004584,sha256,5af77bd7f24950c3bc6a6083599633fc257e26b92acdf224735cb76f4f67bce6,CMP-0132,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004585,sha256,5b431370067c409861698f438c6506b25443dce81ba384b92ba9c2e180e882cb,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004586,sha256,5b6b89c4490873fd7595a20f6e597743b05359aaadd50423f8ce5a03f7241955,CMP-0132,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004587,sha256,5b79fd6c058ed731c614c095bbafd18fd3830f028b764ac452e3a61771a5d04d,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004588,sha256,5b8c3be74d3fd23450b9f1fbf74fd3b0211d1df0c743f04d3961fc72c27ce7cb,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004589,sha256,5b96e190e89c1b2f9e436173d3c4138fb3314cd203e395b1875bd91c00348ebd,CMP-0132,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004590,sha256,5bc883a81779b66e4256f9ee9ea1654ccfa100f23193f3ca7b6f18830c5acc79,CMP-0132,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004591,sha256,5c8d612ad3273073a38afc05e69d7f6f3aeaaabd197ee34e0f056cfd3abe4feb,CMP-0132,86,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004592,sha256,5cea85cd1d267e1c516300267109ce90770794ff59fe1b38230cf207767212ac,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004593,sha256,5d51949c93c0cb9f54a2d4f0b5ad6b8bffc80160cf0905276aaf3cbe53085784,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004594,sha256,5d855b7255bf6bc8cb5842a784764615993925da8671de505b72024f4b17da3e,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004595,sha256,5dabbdbad4f31d95e01b673421ebb783d853f63cb944706e2d25fb4270e0db11,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004596,sha256,5dca3da2c1dd4ead9fd5c76a3ad98c413e0e3f2c92b48d21fdc76c5d87e2963e,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004597,sha256,5e54e3efe2a5a25da66235a4fe004cd37798b6107bbf29e3306f429e53e0205d,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004598,sha256,5e858a6dbd4f37ec18781202f248639693878c10b1d1c4a9ad22bf28783a9c7d,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004599,sha256,5f3ced4f07dcf6a012811014891d885e308d81201841237ef2dbe5c98c109221,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004600,sha256,5fbb7ac2610cb8f8f9d042e594a74b652841c74dd8714fd2bb4dcc3c0a9eb416,CMP-0127,95,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004601,sha256,6010d9e1ced84725198614139df46959ef21a165f94bff6c1744f52175902ec5,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004602,sha256,6068adbdb12ccc8d1d80152df902def9730ffe318cbae4feb5f0a6b26f00a193,CMP-0132,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004603,sha256,609ba3323e961fcfbbbdda7d262fb1edaa52af681ecfe12e23e8698862da0d6c,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004604,sha256,60cbdb62c1a9e56df0b3ddfd933137fd6e155724ebc097d88fff1ede4a83fb11,CMP-0132,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004605,sha256,6174bb549e1d833911b60ad4148a6e074162e7b0e9e15cfd02d4a36aec8ce503,CMP-0145,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004606,sha256,61f50cc5d3383a3f3b9c512dc84fb6bc2cd81e863b19f443ce6eb263aabc68c8,CMP-0127,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004607,sha256,61fd3f68e0d10117d044a2fae37ea32f0e0ea707dd7252703c2bba4f27e86726,CMP-0127,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004608,sha256,6258139b8024bf6a8f74cbf07d9c9514758759ec489195e674797fc64a7f6692,CMP-0127,95,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004609,sha256,625881352b249686bd492871f96656d009d93e96b6a3cc9f9c43ee8cbe0f815b,CMP-0132,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004610,sha256,6258d220e9a2e7da1184fe3bd88d360c9008dea5c94141ece85308f2faed4602,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004611,sha256,62b98ec3989aec273b7f4cbc870f5df1a082b9c151b4eddfca2c719a53084b13,CMP-0127,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004612,sha256,638cd1707a71fb46c2a76a5685d235338e0950e281307b5149bc6b12790f8c19,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004613,sha256,641ef68e05a9d92ba2fb82865f4de976cf3dba4b2fdf00d44d73c1b515d2a1f1,CMP-0131,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004614,sha256,6441fdc0b476b78266f59ea7d823e529c705737c3f9ed5357eae6456c866bde4,CMP-0132,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004615,sha256,6465f3210b70ecbf88d671ce25fc4b13cf540015c1555b57042710a8ac3f00dc,CMP-0127,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004616,sha256,6475b0635bf51d78001108eb6df9c81c97228b2ccd6b487cc62813e9f97205f4,CMP-0123,95,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004617,sha256,6481775bb43786f6d127c2d978a5b3b46bd660e1a0677575950b33037eb67b2b,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004618,sha256,64a0cb2e4928d93cb467bf68fb76fc6132b8fc14c1da37c4cf869b44192861c2,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004619,sha256,64bda4421e92c7574bf068a52ce8c77af7be2afa48faf1689c7b347762a29b1f,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004620,sha256,68cd940ea802cc52533079f73dbb0262296df2bf109e50bb97c5178902fd049d,CMP-0127,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004621,sha256,6913c785e80ac951580fdef84c3e5913024c59606948cddb8900bccc0e6e3bdb,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004622,sha256,69a633a0b5acf701a0d442af9544fda605db965d815c4faba2b8e37a28406bb8,CMP-0132,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004623,sha256,69c0fb33455ebdabd19703bd8024fbe9bd2d21c30772dac0968cd50751acf197,CMP-0126,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004624,sha256,6a49cfb8f00ee1101252ee8c7f5989fafb239bf3504fc9290887f8fe80e9012e,CMP-0127,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004625,sha256,6b36911f573a3138cf1f328ebc9cc37f091a60dc92abb255d7b3dedcc17030bf,CMP-0127,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004626,sha256,6b8b3dda246a9eccffa100c73026dbf79c6bcf4504a388498590c9edeaef158c,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004627,sha256,6bb30d77350ebc149a70ac286e8c1c46dd7ac0e4262b2c62ef9cc861695b4327,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004628,sha256,6c52b8c5dc8816ff35004ac4917592cfd3694902cb505bd47549e51b75607fa8,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004629,sha256,6c9bfb2539aec62135dcab922d433c3ea269d22504fca80baf470df3c95a4080,CMP-0144,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004630,sha256,6e40fe064b2c0c0363a882c7a224974154afd0267d26cec9fed3843fe6445e3f,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004631,sha256,6e9dca448f46bfe63cb479930f247ff1b6b19b8082612ab7f5dbe47998f8ab23,CMP-0127,91,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004632,sha256,6ebcf0b35ed12e6aa9e35c607bf55da569722c4ad6fffab8d562c3a05a309a04,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004633,sha256,6f522a73b4048800ae2e529b4b6ec987c814bbe967178299b018043ad3fa96ba,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004634,sha256,6f65d06ce3f7275b958bcfc641dd0365b4f9e5963df171ad5ce6402fc4a5b3af,CMP-0132,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004635,sha256,709b3b2c689b9bfd134337b090fcecce0da5338a9fd00bf15e0e44fc5197a01d,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004636,sha256,718d99890b5e8c8edfb854d2bbe426102d98a90fe2e96ea79fa96f02c8e567f6,CMP-0127,89,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004637,sha256,71bf769be4920eb1479847f21b5e2a4abae7bfbbf53bbb4894d7eae86f5ffff3,CMP-0132,91,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004638,sha256,71e37c6e4cbf19e7ec6d984ba368a93ca63acb61c73d3ea03fdbdd6036fc9eea,CMP-0132,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004639,sha256,71e947d830bdb4f9aec4b6dbdf36cd04222791defbced6f489800acee3eeed15,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004640,sha256,723ea17f5a6b51cc50c30e5c4e938e1ef79b7e3653d703bb91ccdd09d6c75cd2,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004641,sha256,72f54f6f0b190c09f46c5a318bcc9dce7d5bfe681aaa2941488d47af76e07fc3,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004642,sha256,7316a0ba103facfad3b8d3da4f640792495aaac1f943af49977aabe1628cc1bb,CMP-0127,92,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004643,sha256,73a5885beb7e08d789b40b88c28d7acc44032ae08d1d7f5ff15d28721c657866,CMP-0132,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004644,sha256,73b60318bb58de48c9c0e68956b2d26f7a57be0f486c7a954c84644f9c0a27c4,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004645,sha256,73be5b7fd734af7c79cba92ee625d09175dc7240952880765307ff042510484f,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004646,sha256,74a6463f3b91d7c6e004714ff362509e6a8268a5bc3083c6c90f63952166e6da,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004647,sha256,75178836290d481f0e40965d2b8dfc71b3115f209a15365136d2f58a8931f3eb,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004648,sha256,751cdef621b7c0d5a9d0db068215ecb20abf7842d6eba039da585737b9b6f912,CMP-0127,89,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004649,sha256,75805d8d0692c905ab6c0ab3f3e3fef2ad388acb432619f531830f5214c08074,CMP-0127,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004650,sha256,75cb064f489b12d4130786e1aa6963dfa2fc9de82b8d3b2150385ce9d65d27dc,CMP-0132,86,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004651,sha256,7683a76aaffb156dfcf921646cd3964582d23e17880cfd9dde86f851e1861ed0,CMP-0132,89,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004652,sha256,76df247e26cf4b58d0a2f724bc425f4b373881e031243314de0f6b149757bc01,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004653,sha256,76e0fe3c9ca985c8de8505bbd6a8d0626147f71fe769a4e5f0715f8e509f9503,CMP-0132,94,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004654,sha256,76fc1319c3555d3de326fa082da4a62c50996897d7ba7f982bc7ad3bb6cc57bb,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004655,sha256,77324931256d43d5e17fe8c01222a44a4e5b2d5408cf61abc7fec5cc1d4724ea,CMP-0132,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004656,sha256,780007c18d13a3128c7f30b08996af0927b6392c8906d8390b7a53b857020315,CMP-0127,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004657,sha256,78979a82a8d06eecac13d9b5044ef1361dfff33850966a655fac6a712015fe78,CMP-0132,86,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004658,sha256,7921be00bea5816a6a4075bd22a66433af01235b01515de033ac78b09a7d6c9b,CMP-0132,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004659,sha256,793e22e2643231deab714c4c4a309d6ba9c0424fa41a320bfa72f42aad3fa5a7,CMP-0126,81,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004660,sha256,79478f4efbe6a9f0dfcedb9e676c947ac6bd0ea846458e34d269dcd44cbfa280,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004661,sha256,79a9001092f67e9c55da026f7d5bab586ab984b9199537e379101eb145884077,CMP-0132,82,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004662,sha256,7a3ac7b713ae256a5f10160d5ee77911a3126004255e7a0c78525fd09daaba64,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004663,sha256,7b18f58aa2ea95813a2b462a30dfab34639e957be416aeb42d73b83e6fa102ea,CMP-0127,92,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004664,sha256,7b6e5a58419d1ca787893f1d96747159d688302b37054bf96eb37af853e150f0,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004665,sha256,7b8c85695df65f0ca5a6fc0f8ae745af68c87909ca88c6c9358750cebc2394ce,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004666,sha256,7ba09c43b37cd7a654113c055ca64106afe9a7b81e00690bfe6d6fdeba6e579c,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004667,sha256,7bb3715a189ff4c774ed5def69149ba06fbdf80a1c1fc01da29751ce2c9f8788,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004668,sha256,7c28b2fae9535e197f062df46b241cf9772b6915a8996ede621e3826b74c1304,CMP-0132,89,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004669,sha256,7c5a379eaaa9d9928c1bd5281e209027f5f6ba61a350bf974cc07fac42f8c9a0,CMP-0127,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004670,sha256,7cb80cd0c5bfe09de0bfc60a088e8d0b5ef43fb7c9be1dd09af582379da118ad,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004671,sha256,7d0df4abbbd95a935cd2be4d500356a113b6af4dd7e1297ea8834924114296d1,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004672,sha256,7da672e7724059bee3484f18a98c387e7f1b16bf1df541d4ff7febfd5c798074,CMP-0132,95,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004673,sha256,7dab06a9927bb484c549075eeec06608bd958e0a23426a00686e3dc8a6098f97,CMP-0123,84,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004674,sha256,7dc4f95b15d4b226c29f79d1663ee0c0bcd2d3fab7b25ad3cf77655da0f65b5a,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004675,sha256,7ddae167c37e72d18af3517e31d0750bfc11fdd61e1317a94fec416bfbec43a5,CMP-0127,86,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004676,sha256,7ddc9a36f94fd9d29889e2428286fbc8b0350f60bf35916718750b51ba45504b,CMP-0132,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004677,sha256,7e19ef0fa3c171d601ddc8f45606ed43c14aee3c264cc0dd1e689d4cc1c03ea8,CMP-0132,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004678,sha256,7e211b50927830c2257259de8dade81ac1f29dafc976ba1e603222e56e724ed0,CMP-0145,92,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004679,sha256,7eddabda8909656fdf9e9c8cbafa2b7b30b32461fdb735c81597e3168ce8e415,CMP-0132,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004680,sha256,7fae4c412f62cbc6389d6e605cd8ea38a5dba2c0c40e87c15c55a9705da6a41b,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004681,sha256,7fb35a2b6405cf3ed09ff0416002ac0bc9583ceef5c18b036e3ddbe1e1314544,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004682,sha256,7fb76b35cdb514884f015cf16d9f7dd90af21060b083f3cd5e469082120c3dc2,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004683,sha256,7fce4fdf585b40f4f2fe36484f3f8cb5614c9b4dff1affa35cae692f20ecf39c,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004684,sha256,7fe0b6835fb674d445dc9255fad274afeee1b72ad30f1964eb8607518292968a,CMP-0132,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004685,sha256,8025aa354a75a00ec1d6036afc1e43771bc8847f189735df1c46ef7f1ea59e27,CMP-0127,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004686,sha256,80aa5d2a8c0d1fad46d243d5132bdfbe378431942970c0f9e32538fcddc478cd,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004687,sha256,812b9a2acdda28b9155ed616a19777800786b9352f4825085da988973d72f84c,CMP-0132,81,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004688,sha256,8164f410813dfd4db84e13bb71e49ac6784b7b464089c183a9ca34f8d567f436,CMP-0127,87,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004689,sha256,8272fdf640ded71e30a812b742c7992618abb5d5066a391f67a0f5a83d1125e7,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004690,sha256,8280a5361cacc95d6ac4b45719d7033c5132b1f0dc1c7ed1331dec0c84b22e85,CMP-0132,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004691,sha256,829ad144474fa8d2eacecc48014a7e9654e76638c40dde921b865c9af8677c0f,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004692,sha256,829f5d036102d466db20b093d55b2153a4f01e4640c8f680ae5089a44cceac5c,CMP-0132,82,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004693,sha256,82a74fc89051a49ddd7337a8b520d27997960f315d6c59afb2b44362e82513e0,CMP-0132,88,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004694,sha256,82c20a394fad85db49e0b23f7d65eddc07d2226e8a4e8e66d407e137c385836e,CMP-0132,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004695,sha256,83c736994b6363cd0a78e44d74994049eac0d397d3d01ac6e81674d854becc50,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004696,sha256,84ebca3704b01b39ebc84d2443996378f9ab1c55512b82c9208839e24c69aa4f,CMP-0127,90,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004697,sha256,85a089af427233ce986dc4351fb6957386e30c8c006860e50a8e2056f34fd219,CMP-0127,83,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004698,sha256,85c8f7f809f9f26ea85bffc507a349de9b3d4c9283fc82e49b1b45057f799653,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004699,sha256,85e9c56646b76b89ae6e03480a732fc85a6ea6be3e6655adc55218d80ada53fe,CMP-0127,82,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004700,sha256,86b9fc468e13235003066c38f0606ceec093fc1130da10a4c12eb7b15c54387c,CMP-0136,80,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004701,sha256,87517ab0e1c900b87789ecc3b3fd9370cc8b92292e3c9da3c584fc052793e784,CMP-0127,93,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004702,sha256,87e76869dd1dde43833bdb99ea603f5c68da64743f487100c8c08732cc727e22,CMP-0127,85,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
IOC-004703,sha256,8806cc49a9a54abe5540af79c4cad706bc6785d390fa458ee72085383106187e,CMP-0127,94,TLP:CLEAR,Abuse.ch,public,2026-06-11,2026-06-11,True
IOC-004704,sha256,882757786bc631fb38d9d8801415f6a3a78e777aa1b5ee79e0330cdd37e3309b,CMP-0127,91,TLP:CLEAR,Abuse.ch,public,2026-06-10,2026-06-10,True
