indicator_id,indicator_value,urlhaus_type,host,url_status,threat,tags,family,payload_file_type,payload_md5,payload_sha256,urlhaus_reference,date_added
IOC-005441,http://42.224.74.34:46527/bin.sh,url,42.224.74.34,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3861974/,2026-06-10
IOC-005442,http://42.226.215.4:45552/bin.sh,url,42.226.215.4,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862298/,2026-06-10
IOC-005443,http://42.226.215.4:45552/i,url,42.226.215.4,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862309/,2026-06-10
IOC-005444,http://42.227.247.188:35778/i,url,42.227.247.188,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862823/,2026-06-11
IOC-005445,http://42.229.216.91:43653/bin.sh,url,42.229.216.91,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862696/,2026-06-10
IOC-005446,http://42.229.216.91:43653/i,url,42.229.216.91,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862706/,2026-06-10
IOC-005447,http://42.231.41.181:39958/bin.sh,url,42.231.41.181,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862867/,2026-06-11
IOC-005448,http://42.232.238.150:33988/bin.sh,url,42.232.238.150,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862760/,2026-06-10
IOC-005449,http://42.232.238.150:33988/i,url,42.232.238.150,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862700/,2026-06-10
IOC-005450,http://42.233.106.90:48613/bin.sh,url,42.233.106.90,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862397/,2026-06-10
IOC-005451,http://42.233.106.90:48613/i,url,42.233.106.90,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862408/,2026-06-10
IOC-005452,http://42.234.118.12:36234/i,url,42.234.118.12,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862354/,2026-06-10
IOC-005453,http://42.238.169.120:55831/i,url,42.238.169.120,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862345/,2026-06-10
IOC-005454,http://42.238.77.75:34092/bin.sh,url,42.238.77.75,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862803/,2026-06-11
IOC-005455,http://42.238.77.75:34092/i,url,42.238.77.75,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862806/,2026-06-11
IOC-005456,http://42.52.39.77:45266/bin.sh,url,42.52.39.77,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3861946/,2026-06-10
IOC-005457,http://42.53.227.140:53118/i,url,42.53.227.140,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862228/,2026-06-10
IOC-005458,http://42.85.162.174:47084/bin.sh,url,42.85.162.174,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862786/,2026-06-10
IOC-005459,http://42.85.162.174:47084/i,url,42.85.162.174,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862663/,2026-06-10
IOC-005460,http://45.154.98.128/FBI.arm,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862130/,2026-06-10
IOC-005461,http://45.154.98.128/FBI.arm5,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862128/,2026-06-10
IOC-005462,http://45.154.98.128/FBI.arm6,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862123/,2026-06-10
IOC-005463,http://45.154.98.128/FBI.arm7,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862124/,2026-06-10
IOC-005464,http://45.154.98.128/FBI.i686,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862134/,2026-06-10
IOC-005465,http://45.154.98.128/FBI.m68k,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862129/,2026-06-10
IOC-005466,http://45.154.98.128/FBI.mips,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862126/,2026-06-10
IOC-005467,http://45.154.98.128/FBI.mipsel,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862135/,2026-06-10
IOC-005468,http://45.154.98.128/FBI.ppc,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862133/,2026-06-10
IOC-005469,http://45.154.98.128/FBI.sh4,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862131/,2026-06-10
IOC-005470,http://45.154.98.128/FBI.sparc,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862132/,2026-06-10
IOC-005471,http://45.154.98.128/FBI.x86,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;mirai;ua-wget,Mirai,,,,https://urlhaus.abuse.ch/url/3862125/,2026-06-10
IOC-005472,http://45.154.98.128/FBI.x86_64,url,45.154.98.128,offline,malware_download,45-154-98-128;elf;gafgyt;ua-wget,Gafgyt,,,,https://urlhaus.abuse.ch/url/3862127/,2026-06-10
IOC-005473,http://45.156.87.82/main_x86_64,url,45.156.87.82,online,malware_download,45-156-87-82;elf;mirai;ua-wget,Mirai,,,,https://urlhaus.abuse.ch/url/3862136/,2026-06-10
IOC-005474,http://45.205.1.59/0146bf,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862578/,2026-06-10
IOC-005475,http://45.205.1.59/05dcab,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862240/,2026-06-10
IOC-005476,http://45.205.1.59/06e11c,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862061/,2026-06-10
IOC-005477,http://45.205.1.59/07815c,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862046/,2026-06-10
IOC-005478,http://45.205.1.59/0cc697,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862053/,2026-06-10
IOC-005479,http://45.205.1.59/0f9833,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862074/,2026-06-10
IOC-005480,http://45.205.1.59/0fb7eb,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862250/,2026-06-10
IOC-005481,http://45.205.1.59/120aaa,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862238/,2026-06-10
IOC-005482,http://45.205.1.59/1aa4b9,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862066/,2026-06-10
IOC-005483,http://45.205.1.59/262b70,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862019/,2026-06-10
IOC-005484,http://45.205.1.59/29ede0,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862614/,2026-06-10
IOC-005485,http://45.205.1.59/29f3ca,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862574/,2026-06-10
IOC-005486,http://45.205.1.59/2ad9f8,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862570/,2026-06-10
IOC-005487,http://45.205.1.59/38b94a,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862571/,2026-06-10
IOC-005488,http://45.205.1.59/3b0f2b,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862051/,2026-06-10
IOC-005489,http://45.205.1.59/3b7860,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862598/,2026-06-10
IOC-005490,http://45.205.1.59/3c4b5c,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862618/,2026-06-10
IOC-005491,http://45.205.1.59/3e35df,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862085/,2026-06-10
IOC-005492,http://45.205.1.59/404c5e,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862568/,2026-06-10
IOC-005493,http://45.205.1.59/4116e6,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862595/,2026-06-10
IOC-005494,http://45.205.1.59/41622b,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862086/,2026-06-10
IOC-005495,http://45.205.1.59/426ece,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862600/,2026-06-10
IOC-005496,http://45.205.1.59/43c3ea,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862251/,2026-06-10
IOC-005497,http://45.205.1.59/4651f3,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862553/,2026-06-10
IOC-005498,http://45.205.1.59/4b708f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862620/,2026-06-10
IOC-005499,http://45.205.1.59/4c6ac2,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862049/,2026-06-10
IOC-005500,http://45.205.1.59/572dac,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862599/,2026-06-10
IOC-005501,http://45.205.1.59/5c05da,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862576/,2026-06-10
IOC-005502,http://45.205.1.59/5f6876,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862589/,2026-06-10
IOC-005503,http://45.205.1.59/64b82e,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862262/,2026-06-10
IOC-005504,http://45.205.1.59/67dbbc,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862592/,2026-06-10
IOC-005505,http://45.205.1.59/6cdc8f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862255/,2026-06-10
IOC-005506,http://45.205.1.59/734704,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862597/,2026-06-10
IOC-005507,http://45.205.1.59/73490f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862050/,2026-06-10
IOC-005508,http://45.205.1.59/80df92,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862572/,2026-06-10
IOC-005509,http://45.205.1.59/817811,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862573/,2026-06-10
IOC-005510,http://45.205.1.59/85ad92,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862048/,2026-06-10
IOC-005511,http://45.205.1.59/87516e,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862256/,2026-06-10
IOC-005512,http://45.205.1.59/8d2950,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862594/,2026-06-10
IOC-005513,http://45.205.1.59/976318,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862062/,2026-06-10
IOC-005514,http://45.205.1.59/9baff3,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862583/,2026-06-10
IOC-005515,http://45.205.1.59/a2153f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862045/,2026-06-10
IOC-005516,http://45.205.1.59/a5dfa2,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862052/,2026-06-10
IOC-005517,http://45.205.1.59/aebfb6,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862083/,2026-06-10
IOC-005518,http://45.205.1.59/affe19,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862609/,2026-06-10
IOC-005519,http://45.205.1.59/b199fb,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862612/,2026-06-10
IOC-005520,http://45.205.1.59/b62386,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862608/,2026-06-10
IOC-005521,http://45.205.1.59/b69c6f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862577/,2026-06-10
IOC-005522,http://45.205.1.59/b82773,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862611/,2026-06-10
IOC-005523,http://45.205.1.59/baaba3,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862554/,2026-06-10
IOC-005524,http://45.205.1.59/bcb12b,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862016/,2026-06-10
IOC-005525,http://45.205.1.59/c235ec,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862239/,2026-06-10
IOC-005526,http://45.205.1.59/c4bcf4,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862613/,2026-06-10
IOC-005527,http://45.205.1.59/c5d305,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862055/,2026-06-10
IOC-005528,http://45.205.1.59/c9d703,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862249/,2026-06-10
IOC-005529,http://45.205.1.59/cb5811,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862254/,2026-06-10
IOC-005530,http://45.205.1.59/cbe298,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862067/,2026-06-10
IOC-005531,http://45.205.1.59/d65f43,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862252/,2026-06-10
IOC-005532,http://45.205.1.59/d92127,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862593/,2026-06-10
IOC-005533,http://45.205.1.59/db9316,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862555/,2026-06-10
IOC-005534,http://45.205.1.59/dca252,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862619/,2026-06-10
IOC-005535,http://45.205.1.59/e03a9e,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862073/,2026-06-10
IOC-005536,http://45.205.1.59/e0e01a,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862601/,2026-06-10
IOC-005537,http://45.205.1.59/e354df,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862569/,2026-06-10
IOC-005538,http://45.205.1.59/ecfb54,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862084/,2026-06-10
IOC-005539,http://45.205.1.59/ee8f35,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862047/,2026-06-10
IOC-005540,http://45.205.1.59/ef53ac,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862253/,2026-06-10
IOC-005541,http://45.205.1.59/f50bcd,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862575/,2026-06-10
IOC-005542,http://45.205.1.59/f95318,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862056/,2026-06-10
IOC-005543,http://45.205.1.59/fad9fe,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862610/,2026-06-10
IOC-005544,http://45.205.1.59/fd5b2f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862054/,2026-06-10
IOC-005545,http://45.205.1.59/fe9a4f,url,45.205.1.59,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862617/,2026-06-10
IOC-005546,http://45.94.31.83/update,url,45.94.31.83,offline,malware_download,45-94-31-83;java;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862294/,2026-06-10
IOC-005547,http://46.236.65.142:41753/bin.sh,url,46.236.65.142,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3861984/,2026-06-10
IOC-005548,http://46.236.65.142:41753/i,url,46.236.65.142,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3861992/,2026-06-10
IOC-005549,http://46.236.65.80:52468/bin.sh,url,46.236.65.80,online,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862746/,2026-06-10
IOC-005550,http://46.236.65.80:52468/i,url,46.236.65.80,online,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862753/,2026-06-10
IOC-005551,http://47.239.166.93/dcd,url,47.239.166.93,offline,malware_download,,Generic,,,,https://urlhaus.abuse.ch/url/3862653/,2026-06-10
IOC-005552,http://47.239.166.93:7858/dcd,url,47.239.166.93,online,malware_download,exe,Generic,,,,https://urlhaus.abuse.ch/url/3862652/,2026-06-10
IOC-005553,http://5.175.217.137/bins/sora.arm,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862459/,2026-06-10
IOC-005554,http://5.175.217.137/bins/sora.arm5,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862463/,2026-06-10
IOC-005555,http://5.175.217.137/bins/sora.arm6,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862452/,2026-06-10
IOC-005556,http://5.175.217.137/bins/sora.arm7,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862458/,2026-06-10
IOC-005557,http://5.175.217.137/bins/sora.m68k,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862460/,2026-06-10
IOC-005558,http://5.175.217.137/bins/sora.mips,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862454/,2026-06-10
IOC-005559,http://5.175.217.137/bins/sora.mpsl,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862461/,2026-06-10
IOC-005560,http://5.175.217.137/bins/sora.ppc,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862456/,2026-06-10
IOC-005561,http://5.175.217.137/bins/sora.sh4,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862455/,2026-06-10
IOC-005562,http://5.175.217.137/bins/sora.spc,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862453/,2026-06-10
IOC-005563,http://5.175.217.137/bins/sora.x86,url,5.175.217.137,online,malware_download,mirai;opendir,Mirai,,,,https://urlhaus.abuse.ch/url/3862462/,2026-06-10
IOC-005564,http://5.175.249.53/arc,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862615/,2026-06-10
IOC-005565,http://5.175.249.53/arm,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862596/,2026-06-10
IOC-005566,http://5.175.249.53/arm5,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862605/,2026-06-10
IOC-005567,http://5.175.249.53/arm6,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862566/,2026-06-10
IOC-005568,http://5.175.249.53/arm7,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862556/,2026-06-10
IOC-005569,http://5.175.249.53/m68k,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862591/,2026-06-10
IOC-005570,http://5.175.249.53/mips,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862588/,2026-06-10
IOC-005571,http://5.175.249.53/mpsl,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862565/,2026-06-10
IOC-005572,http://5.175.249.53/ppc,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862551/,2026-06-10
IOC-005573,http://5.175.249.53/sh4,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862602/,2026-06-10
IOC-005574,http://5.175.249.53/spc,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862590/,2026-06-10
IOC-005575,http://5.175.249.53/x86,url,5.175.249.53,offline,malware_download,elf;ua-wget,Generic,,,,https://urlhaus.abuse.ch/url/3862564/,2026-06-10
IOC-005576,http://58.255.42.68:47311/i,url,58.255.42.68,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862793/,2026-06-11
IOC-005577,http://59.101.188.13:56456/bin.sh,url,59.101.188.13,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862644/,2026-06-10
IOC-005578,http://59.101.188.13:56456/i,url,59.101.188.13,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862667/,2026-06-10
IOC-005579,http://59.96.143.76:49435/bin.sh,url,59.96.143.76,online,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862870/,2026-06-11
IOC-005580,http://60.182.226.145:57513/bin.sh,url,60.182.226.145,online,malware_download,32-bit;arm;elf;mirai;Mozi,Mirai,,,,https://urlhaus.abuse.ch/url/3862373/,2026-06-10
IOC-005581,http://60.182.226.145:57513/i,url,60.182.226.145,online,malware_download,32-bit;arm;elf;mirai;Mozi,Mirai,,,,https://urlhaus.abuse.ch/url/3862385/,2026-06-10
IOC-005582,http://60.19.220.86:42470/i,url,60.19.220.86,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862464/,2026-06-10
IOC-005583,http://60.23.232.177:39809/bin.sh,url,60.23.232.177,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862358/,2026-06-10
IOC-005584,http://61.52.186.135:47027/bin.sh,url,61.52.186.135,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862314/,2026-06-10
IOC-005585,http://61.52.186.135:47027/i,url,61.52.186.135,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862322/,2026-06-10
IOC-005586,http://61.53.254.129:49669/bin.sh,url,61.53.254.129,offline,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862350/,2026-06-10
IOC-005587,http://61.53.254.129:49669/i,url,61.53.254.129,offline,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862359/,2026-06-10
IOC-005588,http://61.53.74.178:56056/bin.sh,url,61.53.74.178,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862668/,2026-06-10
IOC-005589,http://61.53.74.178:56056/i,url,61.53.74.178,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862670/,2026-06-10
IOC-005590,http://61.53.74.248:49625/bin.sh,url,61.53.74.248,online,malware_download,Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862405/,2026-06-10
IOC-005591,http://61.53.74.248:49625/i,url,61.53.74.248,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862857/,2026-06-11
IOC-005592,http://61.53.75.175:58428/bin.sh,url,61.53.75.175,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862537/,2026-06-10
IOC-005593,http://61.53.75.175:58428/i,url,61.53.75.175,online,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862603/,2026-06-10
IOC-005594,http://61.53.80.201:53095/bin.sh,url,61.53.80.201,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862790/,2026-06-11
IOC-005595,http://61.53.80.201:53095/i,url,61.53.80.201,offline,malware_download,32-bit;elf;mips;Mozi,Mozi,,,,https://urlhaus.abuse.ch/url/3862796/,2026-06-11
IOC-005596,http://62.60.226.140/files/881715592/OpCTEft.exe,url,62.60.226.140,offline,malware_download,d52f85;dropped-by-amadey,Generic,,,,https://urlhaus.abuse.ch/url/3862772/,2026-06-10
