score_id,account_id,score_date,risk_score,risk_band,model_version,top_signal
SCR-0009517,ACC-000397,2026-05-06,76,high,risk-model-v3.4,geo_velocity
SCR-0009518,ACC-000397,2026-05-05,87,high,risk-model-v3.4,geo_velocity
SCR-0009519,ACC-000397,2026-05-04,81,high,risk-model-v3.4,geo_velocity
SCR-0009520,ACC-000397,2026-05-03,79,high,risk-model-v3.3,geo_velocity
SCR-0009521,ACC-001332,2026-06-01,73,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009522,ACC-001332,2026-05-31,68,medium,risk-model-v3.4,suspicious_oauth_grant
SCR-0009523,ACC-001332,2026-05-30,73,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009524,ACC-001332,2026-05-29,69,medium,risk-model-v3.4,suspicious_oauth_grant
SCR-0009525,ACC-001332,2026-05-28,73,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009526,ACC-001332,2026-05-27,69,medium,risk-model-v3.3,suspicious_oauth_grant
SCR-0009527,ACC-001332,2026-05-26,76,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009528,ACC-001332,2026-05-25,71,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009529,ACC-001332,2026-05-24,78,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009530,ACC-001332,2026-05-23,73,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009531,ACC-001332,2026-05-22,70,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009532,ACC-001332,2026-05-21,84,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009533,ACC-001332,2026-05-20,79,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009534,ACC-001332,2026-05-19,73,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009535,ACC-001332,2026-05-18,79,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009536,ACC-001332,2026-05-17,69,medium,risk-model-v3.3,suspicious_oauth_grant
SCR-0009537,ACC-001332,2026-05-16,75,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009538,ACC-001332,2026-05-15,68,medium,risk-model-v3.2,suspicious_oauth_grant
SCR-0009539,ACC-001332,2026-05-14,71,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009540,ACC-001332,2026-05-13,80,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009541,ACC-001332,2026-05-12,70,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009542,ACC-001332,2026-05-11,68,medium,risk-model-v3.4,suspicious_oauth_grant
SCR-0009543,ACC-001332,2026-05-10,71,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009544,ACC-001332,2026-05-09,80,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009545,ACC-001332,2026-05-08,79,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009546,ACC-001332,2026-05-07,75,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009547,ACC-001332,2026-05-06,72,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009548,ACC-001332,2026-05-05,69,medium,risk-model-v3.2,suspicious_oauth_grant
SCR-0009549,ACC-001332,2026-05-04,71,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009550,ACC-001332,2026-05-03,82,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009551,ACC-001567,2026-06-01,75,high,risk-model-v3.2,malware_callback
SCR-0009552,ACC-001567,2026-05-29,72,high,risk-model-v3.2,malware_callback
SCR-0009553,ACC-001567,2026-05-26,72,high,risk-model-v3.2,malware_callback
SCR-0009554,ACC-001567,2026-05-23,64,medium,risk-model-v3.4,malware_callback
SCR-0009555,ACC-001567,2026-05-20,69,medium,risk-model-v3.4,malware_callback
SCR-0009556,ACC-001567,2026-05-17,71,high,risk-model-v3.4,malware_callback
SCR-0009557,ACC-001567,2026-05-14,65,medium,risk-model-v3.4,malware_callback
SCR-0009558,ACC-001567,2026-05-11,71,high,risk-model-v3.4,malware_callback
SCR-0009559,ACC-001567,2026-05-08,74,high,risk-model-v3.3,malware_callback
SCR-0009560,ACC-001567,2026-05-05,73,high,risk-model-v3.2,malware_callback
SCR-0009561,ACC-000138,2026-06-01,15,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009562,ACC-000138,2026-05-31,25,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009563,ACC-000138,2026-05-30,22,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009564,ACC-000138,2026-05-29,23,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009565,ACC-000138,2026-05-28,30,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009566,ACC-000138,2026-05-27,21,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009567,ACC-000138,2026-05-26,19,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009568,ACC-000138,2026-05-25,20,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009569,ACC-000138,2026-05-24,26,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009570,ACC-000138,2026-05-23,31,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009571,ACC-000138,2026-05-22,20,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009572,ACC-000138,2026-05-21,26,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009573,ACC-000138,2026-05-20,31,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009574,ACC-000138,2026-05-19,24,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009575,ACC-000138,2026-05-18,16,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009576,ACC-000138,2026-05-17,16,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009577,ACC-000138,2026-05-16,15,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009578,ACC-000138,2026-05-15,20,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009579,ACC-000138,2026-05-14,30,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009580,ACC-000138,2026-05-13,24,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009581,ACC-000138,2026-05-12,20,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009582,ACC-000138,2026-05-11,25,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009583,ACC-000138,2026-05-10,15,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009584,ACC-000138,2026-05-09,23,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009585,ACC-000138,2026-05-08,20,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009586,ACC-000138,2026-05-07,18,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009587,ACC-000138,2026-05-06,20,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009588,ACC-000138,2026-05-05,26,low,risk-model-v3.2,suspicious_oauth_grant
SCR-0009589,ACC-000138,2026-05-04,26,low,risk-model-v3.3,suspicious_oauth_grant
SCR-0009590,ACC-000138,2026-05-03,30,low,risk-model-v3.4,suspicious_oauth_grant
SCR-0009591,ACC-001747,2026-06-01,66,medium,risk-model-v3.2,off_hours_admin
SCR-0009592,ACC-001747,2026-05-31,74,high,risk-model-v3.4,off_hours_admin
SCR-0009593,ACC-001747,2026-05-30,67,medium,risk-model-v3.3,off_hours_admin
SCR-0009594,ACC-001747,2026-05-29,70,high,risk-model-v3.2,off_hours_admin
SCR-0009595,ACC-001747,2026-05-28,62,medium,risk-model-v3.4,off_hours_admin
SCR-0009596,ACC-001747,2026-05-27,75,high,risk-model-v3.4,off_hours_admin
SCR-0009597,ACC-001747,2026-05-26,78,high,risk-model-v3.2,off_hours_admin
SCR-0009598,ACC-001747,2026-05-25,72,high,risk-model-v3.4,off_hours_admin
SCR-0009599,ACC-001747,2026-05-24,62,medium,risk-model-v3.2,off_hours_admin
SCR-0009600,ACC-001747,2026-05-23,74,high,risk-model-v3.2,off_hours_admin
SCR-0009601,ACC-001747,2026-05-22,70,high,risk-model-v3.2,off_hours_admin
SCR-0009602,ACC-001747,2026-05-21,78,high,risk-model-v3.3,off_hours_admin
SCR-0009603,ACC-001747,2026-05-20,71,high,risk-model-v3.4,off_hours_admin
SCR-0009604,ACC-001747,2026-05-19,68,medium,risk-model-v3.4,off_hours_admin
SCR-0009605,ACC-001747,2026-05-18,67,medium,risk-model-v3.4,off_hours_admin
SCR-0009606,ACC-001747,2026-05-17,63,medium,risk-model-v3.3,off_hours_admin
SCR-0009607,ACC-001747,2026-05-16,74,high,risk-model-v3.3,off_hours_admin
SCR-0009608,ACC-001747,2026-05-15,66,medium,risk-model-v3.4,off_hours_admin
SCR-0009609,ACC-001747,2026-05-14,70,high,risk-model-v3.3,off_hours_admin
SCR-0009610,ACC-001747,2026-05-13,68,medium,risk-model-v3.4,off_hours_admin
SCR-0009611,ACC-001747,2026-05-12,74,high,risk-model-v3.3,off_hours_admin
SCR-0009612,ACC-001747,2026-05-11,75,high,risk-model-v3.4,off_hours_admin
SCR-0009613,ACC-001747,2026-05-10,65,medium,risk-model-v3.2,off_hours_admin
SCR-0009614,ACC-001747,2026-05-09,76,high,risk-model-v3.4,off_hours_admin
SCR-0009615,ACC-001747,2026-05-08,62,medium,risk-model-v3.3,off_hours_admin
SCR-0009616,ACC-001747,2026-05-07,76,high,risk-model-v3.2,off_hours_admin
SCR-0009617,ACC-001747,2026-05-06,76,high,risk-model-v3.4,off_hours_admin
SCR-0009618,ACC-001747,2026-05-05,75,high,risk-model-v3.3,off_hours_admin
SCR-0009619,ACC-001747,2026-05-04,68,medium,risk-model-v3.2,off_hours_admin
SCR-0009620,ACC-001747,2026-05-03,78,high,risk-model-v3.2,off_hours_admin
SCR-0009621,ACC-001379,2026-06-01,88,high,risk-model-v3.3,data_staging
SCR-0009622,ACC-001379,2026-05-30,93,critical,risk-model-v3.3,data_staging
SCR-0009623,ACC-001379,2026-05-28,84,high,risk-model-v3.2,data_staging
SCR-0009624,ACC-001379,2026-05-26,90,critical,risk-model-v3.2,data_staging
SCR-0009625,ACC-001379,2026-05-24,93,critical,risk-model-v3.4,data_staging
SCR-0009626,ACC-001379,2026-05-22,80,high,risk-model-v3.3,data_staging
SCR-0009627,ACC-001379,2026-05-20,84,high,risk-model-v3.4,data_staging
SCR-0009628,ACC-001379,2026-05-18,85,high,risk-model-v3.2,data_staging
SCR-0009629,ACC-001379,2026-05-16,84,high,risk-model-v3.3,data_staging
SCR-0009630,ACC-001379,2026-05-14,82,high,risk-model-v3.2,data_staging
SCR-0009631,ACC-001379,2026-05-12,88,high,risk-model-v3.2,data_staging
SCR-0009632,ACC-001379,2026-05-10,88,high,risk-model-v3.2,data_staging
SCR-0009633,ACC-001379,2026-05-08,93,critical,risk-model-v3.2,data_staging
SCR-0009634,ACC-001379,2026-05-06,80,high,risk-model-v3.2,data_staging
SCR-0009635,ACC-001379,2026-05-04,89,high,risk-model-v3.4,data_staging
SCR-0009636,ACC-001995,2026-06-01,53,medium,risk-model-v3.3,malware_callback
SCR-0009637,ACC-001995,2026-05-29,58,medium,risk-model-v3.3,malware_callback
SCR-0009638,ACC-001995,2026-05-26,58,medium,risk-model-v3.3,malware_callback
SCR-0009639,ACC-001995,2026-05-23,53,medium,risk-model-v3.2,malware_callback
SCR-0009640,ACC-001995,2026-05-20,67,medium,risk-model-v3.4,malware_callback
SCR-0009641,ACC-001995,2026-05-17,54,medium,risk-model-v3.4,malware_callback
SCR-0009642,ACC-001995,2026-05-14,67,medium,risk-model-v3.2,malware_callback
SCR-0009643,ACC-001995,2026-05-11,65,medium,risk-model-v3.4,malware_callback
SCR-0009644,ACC-001995,2026-05-08,61,medium,risk-model-v3.2,malware_callback
SCR-0009645,ACC-001995,2026-05-05,66,medium,risk-model-v3.4,malware_callback
SCR-0009646,ACC-001095,2026-06-01,89,high,risk-model-v3.3,api_token_abuse
SCR-0009647,ACC-001095,2026-05-30,98,critical,risk-model-v3.2,api_token_abuse
SCR-0009648,ACC-001095,2026-05-28,94,critical,risk-model-v3.2,api_token_abuse
SCR-0009649,ACC-001095,2026-05-26,87,high,risk-model-v3.4,api_token_abuse
SCR-0009650,ACC-001095,2026-05-24,99,critical,risk-model-v3.3,api_token_abuse
SCR-0009651,ACC-001095,2026-05-22,88,high,risk-model-v3.4,api_token_abuse
SCR-0009652,ACC-001095,2026-05-20,98,critical,risk-model-v3.3,api_token_abuse
SCR-0009653,ACC-001095,2026-05-18,95,critical,risk-model-v3.3,api_token_abuse
SCR-0009654,ACC-001095,2026-05-16,97,critical,risk-model-v3.4,api_token_abuse
SCR-0009655,ACC-001095,2026-05-14,100,critical,risk-model-v3.3,api_token_abuse
SCR-0009656,ACC-001095,2026-05-12,99,critical,risk-model-v3.4,api_token_abuse
SCR-0009657,ACC-001095,2026-05-10,100,critical,risk-model-v3.2,api_token_abuse
SCR-0009658,ACC-001095,2026-05-08,100,critical,risk-model-v3.4,api_token_abuse
SCR-0009659,ACC-001095,2026-05-06,100,critical,risk-model-v3.4,api_token_abuse
SCR-0009660,ACC-001095,2026-05-04,98,critical,risk-model-v3.3,api_token_abuse
SCR-0009661,ACC-001303,2026-06-01,92,critical,risk-model-v3.3,credential_stuffing
SCR-0009662,ACC-001303,2026-05-31,87,high,risk-model-v3.4,credential_stuffing
SCR-0009663,ACC-001303,2026-05-30,87,high,risk-model-v3.4,credential_stuffing
SCR-0009664,ACC-001303,2026-05-29,88,high,risk-model-v3.3,credential_stuffing
SCR-0009665,ACC-001303,2026-05-28,90,critical,risk-model-v3.4,credential_stuffing
SCR-0009666,ACC-001303,2026-05-27,76,high,risk-model-v3.2,credential_stuffing
SCR-0009667,ACC-001303,2026-05-26,88,high,risk-model-v3.4,credential_stuffing
SCR-0009668,ACC-001303,2026-05-25,82,high,risk-model-v3.3,credential_stuffing
SCR-0009669,ACC-001303,2026-05-24,84,high,risk-model-v3.2,credential_stuffing
SCR-0009670,ACC-001303,2026-05-23,92,critical,risk-model-v3.4,credential_stuffing
SCR-0009671,ACC-001303,2026-05-22,78,high,risk-model-v3.3,credential_stuffing
SCR-0009672,ACC-001303,2026-05-21,81,high,risk-model-v3.3,credential_stuffing
SCR-0009673,ACC-001303,2026-05-20,82,high,risk-model-v3.4,credential_stuffing
SCR-0009674,ACC-001303,2026-05-19,84,high,risk-model-v3.4,credential_stuffing
SCR-0009675,ACC-001303,2026-05-18,81,high,risk-model-v3.4,credential_stuffing
SCR-0009676,ACC-001303,2026-05-17,84,high,risk-model-v3.3,credential_stuffing
SCR-0009677,ACC-001303,2026-05-16,79,high,risk-model-v3.3,credential_stuffing
SCR-0009678,ACC-001303,2026-05-15,86,high,risk-model-v3.4,credential_stuffing
SCR-0009679,ACC-001303,2026-05-14,79,high,risk-model-v3.2,credential_stuffing
SCR-0009680,ACC-001303,2026-05-13,91,critical,risk-model-v3.3,credential_stuffing
SCR-0009681,ACC-001303,2026-05-12,81,high,risk-model-v3.4,credential_stuffing
SCR-0009682,ACC-001303,2026-05-11,83,high,risk-model-v3.2,credential_stuffing
SCR-0009683,ACC-001303,2026-05-10,76,high,risk-model-v3.2,credential_stuffing
SCR-0009684,ACC-001303,2026-05-09,91,critical,risk-model-v3.2,credential_stuffing
SCR-0009685,ACC-001303,2026-05-08,77,high,risk-model-v3.3,credential_stuffing
SCR-0009686,ACC-001303,2026-05-07,82,high,risk-model-v3.2,credential_stuffing
SCR-0009687,ACC-001303,2026-05-06,87,high,risk-model-v3.3,credential_stuffing
SCR-0009688,ACC-001303,2026-05-05,88,high,risk-model-v3.4,credential_stuffing
SCR-0009689,ACC-001303,2026-05-04,83,high,risk-model-v3.3,credential_stuffing
SCR-0009690,ACC-001303,2026-05-03,82,high,risk-model-v3.2,credential_stuffing
SCR-0009691,ACC-000718,2026-06-01,81,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009692,ACC-000718,2026-05-29,75,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009693,ACC-000718,2026-05-26,86,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009694,ACC-000718,2026-05-23,85,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009695,ACC-000718,2026-05-20,79,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0009696,ACC-000718,2026-05-17,83,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009697,ACC-000718,2026-05-14,75,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009698,ACC-000718,2026-05-11,88,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0009699,ACC-000718,2026-05-08,83,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009700,ACC-000718,2026-05-05,77,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0009701,ACC-001597,2026-06-01,26,low,risk-model-v3.4,bulk_account_creation
SCR-0009702,ACC-001597,2026-05-31,30,low,risk-model-v3.3,bulk_account_creation
SCR-0009703,ACC-001597,2026-05-30,14,low,risk-model-v3.4,bulk_account_creation
SCR-0009704,ACC-001597,2026-05-29,14,low,risk-model-v3.2,bulk_account_creation
SCR-0009705,ACC-001597,2026-05-28,25,low,risk-model-v3.3,bulk_account_creation
SCR-0009706,ACC-001597,2026-05-27,26,low,risk-model-v3.2,bulk_account_creation
SCR-0009707,ACC-001597,2026-05-26,24,low,risk-model-v3.4,bulk_account_creation
SCR-0009708,ACC-001597,2026-05-25,20,low,risk-model-v3.3,bulk_account_creation
SCR-0009709,ACC-001597,2026-05-24,17,low,risk-model-v3.3,bulk_account_creation
SCR-0009710,ACC-001597,2026-05-23,25,low,risk-model-v3.4,bulk_account_creation
SCR-0009711,ACC-001597,2026-05-22,15,low,risk-model-v3.3,bulk_account_creation
SCR-0009712,ACC-001597,2026-05-21,29,low,risk-model-v3.3,bulk_account_creation
SCR-0009713,ACC-001597,2026-05-20,27,low,risk-model-v3.4,bulk_account_creation
SCR-0009714,ACC-001597,2026-05-19,21,low,risk-model-v3.4,bulk_account_creation
SCR-0009715,ACC-001597,2026-05-18,24,low,risk-model-v3.2,bulk_account_creation
SCR-0009716,ACC-001597,2026-05-17,15,low,risk-model-v3.4,bulk_account_creation
SCR-0009717,ACC-001597,2026-05-16,25,low,risk-model-v3.4,bulk_account_creation
SCR-0009718,ACC-001597,2026-05-15,16,low,risk-model-v3.3,bulk_account_creation
SCR-0009719,ACC-001597,2026-05-14,22,low,risk-model-v3.4,bulk_account_creation
SCR-0009720,ACC-001597,2026-05-13,30,low,risk-model-v3.4,bulk_account_creation
SCR-0009721,ACC-001597,2026-05-12,16,low,risk-model-v3.2,bulk_account_creation
SCR-0009722,ACC-001597,2026-05-11,28,low,risk-model-v3.4,bulk_account_creation
SCR-0009723,ACC-001597,2026-05-10,22,low,risk-model-v3.3,bulk_account_creation
SCR-0009724,ACC-001597,2026-05-09,24,low,risk-model-v3.4,bulk_account_creation
SCR-0009725,ACC-001597,2026-05-08,14,low,risk-model-v3.4,bulk_account_creation
SCR-0009726,ACC-001597,2026-05-07,19,low,risk-model-v3.4,bulk_account_creation
SCR-0009727,ACC-001597,2026-05-06,16,low,risk-model-v3.3,bulk_account_creation
SCR-0009728,ACC-001597,2026-05-05,28,low,risk-model-v3.3,bulk_account_creation
SCR-0009729,ACC-001597,2026-05-04,20,low,risk-model-v3.3,bulk_account_creation
SCR-0009730,ACC-001597,2026-05-03,30,low,risk-model-v3.4,bulk_account_creation
SCR-0009731,ACC-000487,2026-06-01,78,high,risk-model-v3.2,off_hours_admin
SCR-0009732,ACC-000487,2026-05-29,76,high,risk-model-v3.2,off_hours_admin
SCR-0009733,ACC-000487,2026-05-26,70,high,risk-model-v3.3,off_hours_admin
SCR-0009734,ACC-000487,2026-05-23,77,high,risk-model-v3.2,off_hours_admin
SCR-0009735,ACC-000487,2026-05-20,66,medium,risk-model-v3.4,off_hours_admin
SCR-0009736,ACC-000487,2026-05-17,69,medium,risk-model-v3.2,off_hours_admin
SCR-0009737,ACC-000487,2026-05-14,71,high,risk-model-v3.4,off_hours_admin
SCR-0009738,ACC-000487,2026-05-11,72,high,risk-model-v3.4,off_hours_admin
SCR-0009739,ACC-000487,2026-05-08,78,high,risk-model-v3.3,off_hours_admin
SCR-0009740,ACC-000487,2026-05-05,71,high,risk-model-v3.3,off_hours_admin
SCR-0009741,ACC-001282,2026-06-01,33,low,risk-model-v3.3,off_hours_admin
SCR-0009742,ACC-001282,2026-05-30,41,medium,risk-model-v3.3,off_hours_admin
SCR-0009743,ACC-001282,2026-05-28,28,low,risk-model-v3.2,off_hours_admin
SCR-0009744,ACC-001282,2026-05-26,42,medium,risk-model-v3.4,off_hours_admin
SCR-0009745,ACC-001282,2026-05-24,30,low,risk-model-v3.2,off_hours_admin
SCR-0009746,ACC-001282,2026-05-22,29,low,risk-model-v3.2,off_hours_admin
SCR-0009747,ACC-001282,2026-05-20,28,low,risk-model-v3.2,off_hours_admin
SCR-0009748,ACC-001282,2026-05-18,32,low,risk-model-v3.2,off_hours_admin
SCR-0009749,ACC-001282,2026-05-16,33,low,risk-model-v3.3,off_hours_admin
SCR-0009750,ACC-001282,2026-05-14,34,low,risk-model-v3.3,off_hours_admin
SCR-0009751,ACC-001282,2026-05-12,27,low,risk-model-v3.4,off_hours_admin
SCR-0009752,ACC-001282,2026-05-10,38,low,risk-model-v3.2,off_hours_admin
SCR-0009753,ACC-001282,2026-05-08,33,low,risk-model-v3.2,off_hours_admin
SCR-0009754,ACC-001282,2026-05-06,32,low,risk-model-v3.3,off_hours_admin
SCR-0009755,ACC-001282,2026-05-04,26,low,risk-model-v3.2,off_hours_admin
SCR-0009756,ACC-000964,2026-06-01,55,medium,risk-model-v3.4,off_hours_admin
SCR-0009757,ACC-000964,2026-05-29,61,medium,risk-model-v3.4,off_hours_admin
SCR-0009758,ACC-000964,2026-05-26,58,medium,risk-model-v3.4,off_hours_admin
SCR-0009759,ACC-000964,2026-05-23,55,medium,risk-model-v3.3,off_hours_admin
SCR-0009760,ACC-000964,2026-05-20,61,medium,risk-model-v3.4,off_hours_admin
SCR-0009761,ACC-000964,2026-05-17,61,medium,risk-model-v3.2,off_hours_admin
SCR-0009762,ACC-000964,2026-05-14,47,medium,risk-model-v3.3,off_hours_admin
SCR-0009763,ACC-000964,2026-05-11,54,medium,risk-model-v3.3,off_hours_admin
SCR-0009764,ACC-000964,2026-05-08,48,medium,risk-model-v3.4,off_hours_admin
SCR-0009765,ACC-000964,2026-05-05,55,medium,risk-model-v3.3,off_hours_admin
SCR-0009766,ACC-001789,2026-06-01,53,medium,risk-model-v3.3,bulk_account_creation
SCR-0009767,ACC-001789,2026-05-31,61,medium,risk-model-v3.3,bulk_account_creation
SCR-0009768,ACC-001789,2026-05-30,54,medium,risk-model-v3.3,bulk_account_creation
SCR-0009769,ACC-001789,2026-05-29,63,medium,risk-model-v3.3,bulk_account_creation
SCR-0009770,ACC-001789,2026-05-28,60,medium,risk-model-v3.4,bulk_account_creation
SCR-0009771,ACC-001789,2026-05-27,64,medium,risk-model-v3.2,bulk_account_creation
SCR-0009772,ACC-001789,2026-05-26,55,medium,risk-model-v3.3,bulk_account_creation
SCR-0009773,ACC-001789,2026-05-25,54,medium,risk-model-v3.2,bulk_account_creation
SCR-0009774,ACC-001789,2026-05-24,63,medium,risk-model-v3.3,bulk_account_creation
SCR-0009775,ACC-001789,2026-05-23,59,medium,risk-model-v3.2,bulk_account_creation
SCR-0009776,ACC-001789,2026-05-22,50,medium,risk-model-v3.3,bulk_account_creation
SCR-0009777,ACC-001789,2026-05-21,53,medium,risk-model-v3.2,bulk_account_creation
SCR-0009778,ACC-001789,2026-05-20,49,medium,risk-model-v3.3,bulk_account_creation
SCR-0009779,ACC-001789,2026-05-19,60,medium,risk-model-v3.3,bulk_account_creation
SCR-0009780,ACC-001789,2026-05-18,59,medium,risk-model-v3.2,bulk_account_creation
SCR-0009781,ACC-001789,2026-05-17,50,medium,risk-model-v3.3,bulk_account_creation
SCR-0009782,ACC-001789,2026-05-16,60,medium,risk-model-v3.4,bulk_account_creation
SCR-0009783,ACC-001789,2026-05-15,61,medium,risk-model-v3.3,bulk_account_creation
SCR-0009784,ACC-001789,2026-05-14,62,medium,risk-model-v3.4,bulk_account_creation
SCR-0009785,ACC-001789,2026-05-13,54,medium,risk-model-v3.4,bulk_account_creation
SCR-0009786,ACC-001789,2026-05-12,62,medium,risk-model-v3.3,bulk_account_creation
SCR-0009787,ACC-001789,2026-05-11,49,medium,risk-model-v3.3,bulk_account_creation
SCR-0009788,ACC-001789,2026-05-10,65,medium,risk-model-v3.2,bulk_account_creation
SCR-0009789,ACC-001789,2026-05-09,59,medium,risk-model-v3.2,bulk_account_creation
SCR-0009790,ACC-001789,2026-05-08,63,medium,risk-model-v3.3,bulk_account_creation
SCR-0009791,ACC-001789,2026-05-07,51,medium,risk-model-v3.2,bulk_account_creation
SCR-0009792,ACC-001789,2026-05-06,65,medium,risk-model-v3.3,bulk_account_creation
SCR-0009793,ACC-001789,2026-05-05,59,medium,risk-model-v3.2,bulk_account_creation
SCR-0009794,ACC-001789,2026-05-04,52,medium,risk-model-v3.2,bulk_account_creation
SCR-0009795,ACC-001789,2026-05-03,61,medium,risk-model-v3.4,bulk_account_creation
SCR-0009796,ACC-000132,2026-06-01,32,low,risk-model-v3.3,mfa_fatigue
SCR-0009797,ACC-000132,2026-05-31,26,low,risk-model-v3.2,mfa_fatigue
SCR-0009798,ACC-000132,2026-05-30,27,low,risk-model-v3.3,mfa_fatigue
SCR-0009799,ACC-000132,2026-05-29,21,low,risk-model-v3.2,mfa_fatigue
SCR-0009800,ACC-000132,2026-05-28,25,low,risk-model-v3.4,mfa_fatigue
SCR-0009801,ACC-000132,2026-05-27,21,low,risk-model-v3.2,mfa_fatigue
SCR-0009802,ACC-000132,2026-05-26,21,low,risk-model-v3.4,mfa_fatigue
SCR-0009803,ACC-000132,2026-05-25,29,low,risk-model-v3.4,mfa_fatigue
SCR-0009804,ACC-000132,2026-05-24,23,low,risk-model-v3.4,mfa_fatigue
SCR-0009805,ACC-000132,2026-05-23,29,low,risk-model-v3.3,mfa_fatigue
SCR-0009806,ACC-000132,2026-05-22,35,low,risk-model-v3.2,mfa_fatigue
SCR-0009807,ACC-000132,2026-05-21,30,low,risk-model-v3.4,mfa_fatigue
SCR-0009808,ACC-000132,2026-05-20,31,low,risk-model-v3.3,mfa_fatigue
SCR-0009809,ACC-000132,2026-05-19,24,low,risk-model-v3.3,mfa_fatigue
SCR-0009810,ACC-000132,2026-05-18,32,low,risk-model-v3.4,mfa_fatigue
SCR-0009811,ACC-000132,2026-05-17,31,low,risk-model-v3.2,mfa_fatigue
SCR-0009812,ACC-000132,2026-05-16,22,low,risk-model-v3.4,mfa_fatigue
SCR-0009813,ACC-000132,2026-05-15,22,low,risk-model-v3.2,mfa_fatigue
SCR-0009814,ACC-000132,2026-05-14,24,low,risk-model-v3.2,mfa_fatigue
SCR-0009815,ACC-000132,2026-05-13,34,low,risk-model-v3.2,mfa_fatigue
SCR-0009816,ACC-000132,2026-05-12,35,low,risk-model-v3.2,mfa_fatigue
SCR-0009817,ACC-000132,2026-05-11,32,low,risk-model-v3.2,mfa_fatigue
SCR-0009818,ACC-000132,2026-05-10,33,low,risk-model-v3.4,mfa_fatigue
SCR-0009819,ACC-000132,2026-05-09,27,low,risk-model-v3.2,mfa_fatigue
SCR-0009820,ACC-000132,2026-05-08,26,low,risk-model-v3.3,mfa_fatigue
SCR-0009821,ACC-000132,2026-05-07,32,low,risk-model-v3.3,mfa_fatigue
SCR-0009822,ACC-000132,2026-05-06,22,low,risk-model-v3.4,mfa_fatigue
SCR-0009823,ACC-000132,2026-05-05,24,low,risk-model-v3.2,mfa_fatigue
SCR-0009824,ACC-000132,2026-05-04,27,low,risk-model-v3.2,mfa_fatigue
